episode,total_reward
355,-215.81501486951763
356,-187.4924497758281
357,-206.6471655465632
358,-115.09352478347921
359,-212.56753556624903
360,-220.35183422291018
361,-221.09930329440573
362,-215.92302781313137
363,-204.06505154627993
364,-221.67669903827627
365,-358.29734052762603
366,-215.6331744779751
